id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;2024-06-30;42765.60186029
N;Norte;2024-07-31;7767.24953172
NE;Nordeste;2024-07-31;12387.79530645
S;Sul;2024-07-31;13389.91960242
SE;Sudeste/Centro-Oeste;2024-07-31;42268.11712016
N;Norte;2024-08-31;8073.34237016
NE;Nordeste;2024-08-31;12734.547018
S;Sul;2024-08-31;13072.94978546
SE;Sudeste/Centro-Oeste;2024-08-31;43394.15151653
N;Norte;2024-09-30;8441.13507392
NE;Nordeste;2024-09-30;13103.76495442
S;Sul;2024-09-30;12960.97613154
SE;Sudeste/Centro-Oeste;2024-09-30;46707.4180626
N;Norte;2024-10-31;8271.65155591
NE;Nordeste;2024-10-31;13687.05553215
S;Sul;2024-10-31;13480.97749934
SE;Sudeste/Centro-Oeste;2024-10-31;46264.18056197
N;Norte;2024-11-30;8229.2297181
NE;Nordeste;2024-11-30;13617.19428502
S;Sul;2024-11-30;14239.85683595
SE;Sudeste/Centro-Oeste;2024-11-30;45106.388118
N;Norte;2024-12-31;7857.36616247
NE;Nordeste;2024-12-31;13579.82732727
S;Sul;2024-12-31;13374.40485742
SE;Sudeste/Centro-Oeste;2024-12-31;45198.66397139
N;Norte;2025-01-31;7652.76241827
NE;Nordeste;2025-01-31;13243.03120702
S;Sul;2025-01-31;15134.54381513
SE;Sudeste/Centro-Oeste;2025-01-31;47119.92880017
N;Norte;2025-02-28;7714.00156667
NE;Nordeste;2025-02-28;13453.19902438
S;Sul;2025-02-28;16816.68774052
SE;Sudeste/Centro-Oeste;2025-02-28;51151.27790692
N;Norte;2025-03-31;7853.13777379
NE;Nordeste;2025-03-31;13430.23803765
S;Sul;2025-03-31;15588.80098029
SE;Sudeste/Centro-Oeste;2025-03-31;49298.02932895
N;Norte;2025-04-30;8091.39324782
NE;Nordeste;2025-04-30;13573.91370806
S;Sul;2025-04-30;13606.94150654
SE;Sudeste/Centro-Oeste;2025-04-30;46391.28080207
N;Norte;2025-05-31;8095.75903302
NE;Nordeste;2025-05-31;13182.63298496
S;Sul;2025-05-31;13222.33815745
SE;Sudeste/Centro-Oeste;2025-05-31;44146.73913554
N;Norte;2025-06-30;8083.79840923
NE;Nordeste;2025-06-30;12643.57528433
S;Sul;2025-06-30;13551.60142063
SE;Sudeste/Centro-Oeste;2025-06-30;42679.70745331
N;Norte;2025-07-31;8050.82948156
NE;Nordeste;2025-07-31;12315.91958709
S;Sul;2025-07-31;13608.55030466
SE;Sudeste/Centro-Oeste;2025-07-31;42104.51823712
N;Norte;2025-08-31;8441.19104557
NE;Nordeste;2025-08-31;12707.74627715
S;Sul;2025-08-31;13070.94832603
SE;Sudeste/Centro-Oeste;2025-08-31;43243.27636124
N;Norte;2025-09-30;8818.98483814
NE;Nordeste;2025-09-30;13219.48413618
S;Sul;2025-09-30;12922.39336779
SE;Sudeste/Centro-Oeste;2025-09-30;44928.99482768
N;Norte;2025-10-31;8888.18650101
NE;Nordeste;2025-10-31;13667.80459895
S;Sul;2025-10-31;13292.14417251
SE;Sudeste/Centro-Oeste;2025-10-31;45623.71873252
N;Norte;2025-11-30;8949.51308148
NE;Nordeste;2025-11-30;13875.87305539
S;Sul;2025-11-30;13511.82129571
SE;Sudeste/Centro-Oeste;2025-11-30;44982.22566695
N;Norte;2025-12-31;8443.63624472
NE;Nordeste;2025-12-31;13789.08743275
S;Sul;2025-12-31;14517.100449
SE;Sudeste/Centro-Oeste;2025-12-31;46611.91498856
N;Norte;2026-01-31;8155.30813473
NE;Nordeste;2026-01-31;14016.39939724
S;Sul;2026-01-31;14900.06802773
SE;Sudeste/Centro-Oeste;2026-01-31;46819.31442124
